ID,DESC_CLASI,COD_BARRIO,BARRIO,COD_DISTRI,DISTRITO,ESTADO,COORD_GIS_,COORD_GI_1,SISTEMA_CO,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIR_AUX,NDP,F_INSTALA,COD_INT,CONTR_COD,UBICACION,USO,MODELO,DIRECCION,x_etrs89_utm30n,y_etrs89_utm30n,longitude,latitude
530162,Fuentes de beber,161,PALOMAS,16,HORTALEZA,OPERATIVO,446973.831,4478276.51,ETRS89,40.45345947,-3.62536276,AVENIDA,ANDES,9,28043,MED. AVDA. DE LOS ANDES,20142322,,FUE_16_0080,FUE25,ZV,PERSONAS,MU-37A,"AVENIDA ANDES, 9",446973.831,4478276.51,-3.6253627637687087,40.45345933954895
530163,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,446404.59,4481054.71,ETRS89,40.47845044,-3.63231037,CALLE,RAFAELA APARICIO,14 C,28055,PARQUE MIRADOR DE LAS CARCAVAS,20135176,,FUE_16_0083,FUE25,ZV,PERSONAS,MU-S37A,"CALLE RAFAELA APARICIO, 14 C",446404.59,4481054.71,-3.6323103717815672,40.478450313926906
530164,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,446505.29,4481022.79,ETRS89,40.47816938,-3.6311197,AVENIDA,MARUJA MALLO,7,28055,PARQUE MIRADOR DE LAS CARCAVAS,20160479,,FUE_16_0085,FUE25,ZV,PERSONAS,MU-37A,"AVENIDA MARUJA MALLO, 7",446505.29,4481022.79,-3.6311197044313244,40.47816925545165
530165,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,446704.208,4480655.005,ETRS89,40.47486898,-3.62874213,CAMINO,ALTO DE HORTALEZA,2,28055,PARQUE MIRADOR DE LAS CARCAVAS,31052126,,FUE_16_0084,FUE25,ZV,PERSONAS,MU-37A,"CAMINO ALTO DE HORTALEZA, 2",446704.208,4480655.005,-3.628742136515809,40.47486884887901
530166,Fuentes de beber,162,PIOVERA,16,HORTALEZA,OPERATIVO,447235.137,4479047.33,ETRS89,40.46042007,-3.6223453,CALLE,FLORENCIO CASTILLO,29,28043,A.V.C. LOS LLANOS - M-40,20055058,,FUE_16_0086,FUE25,ZV,PERSONAS,EGEA,"CALLE FLORENCIO CASTILLO, 29",447235.137,4479047.33,-3.6223453016111526,40.46041994529046
530167,Fuentes de beber,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,446280.661,4480492.078,ETRS89,40.47337396,-3.63372472,CALLE,CHUCURI,12,28033,CUBIERTA SAN LORENZO,11118822,,FUE_16_0087,FUE25,ZV,PERSONAS,MU-37A,"CALLE CHUCURI, 12",446280.661,4480492.078,-3.6337247250233937,40.47337383170092
530168,Fuentes de beber,161,PALOMAS,16,HORTALEZA,OPERATIVO,447959.643,4478516.0,ETRS89,40.45567924,-3.61375688,CALLE,LUIS DE LA MATA,45,28042,AVDA. DE LOGROÃO - M-40 Z.F.N.C.,31033325,,FUE_16_0088,FUE25,ZV,PERSONAS,EGEA,"CALLE LUIS DE LA MATA, 45",447959.643,4478516.0,-3.613756884879049,40.45567911235308
530169,Fuentes de beber,161,PALOMAS,16,HORTALEZA,OPERATIVO,448322.431,4478291.3,ETRS89,40.45367765,-3.60946015,CALLE,VIZCONDE DE UZQUETA,36,28042,AVDA. DE LOGROÃO - M-40 Z.F.N.C.,20136465,,FUE_16_0089,FUE25,ZV,PERSONAS,EGEA,"CALLE VIZCONDE DE UZQUETA, 36",448322.431,4478291.3,-3.609460152955852,40.453677521736076
530170,Fuentes de beber,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,444321.452,4479966.46,ETRS89,40.46850992,-3.65678987,AVENIDA,GRAN VIA DE HORTALEZA,5 N,28033,CÂº DE LA CUERDA,31006266,,FUE_16_0091,FUE25,ZV,PERSONAS,MU-37A,"AVENIDA GRAN VIA DE HORTALEZA, 5 N",444321.452,4479966.46,-3.6567898790750495,40.46850978723888
530171,Fuentes de beber,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,445778.262,4480911.05,ETRS89,40.47711562,-3.63968697,CALLE,SANTA VIRGILIA,19 B,28033,PARQUE STA. VIRGILIA - SAN LORENZO Z.A.,31050802,,FUE_16_0090,FUE25,ZV,PERSONAS,EGEA,"CALLE SANTA VIRGILIA, 19 B",445778.262,4480911.05,-3.6396869747116125,40.47711549407572
530172,Fuentes de beber,161,PALOMAS,16,HORTALEZA,OPERATIVO,447530.898,4477945.79,ETRS89,40.45051551,-3.61876604,CALLE,PEONIAS,2,28042,PARQUE PEONIAS,11113206,,FUE_16_0093,FUE25,ZV,PERSONAS,MU-37A,"CALLE PEONIAS, 2",447530.898,4477945.79,-3.618766045263506,40.45051537867474
530173,Fuentes de beber,165,APOSTOL SANTIAGO,16,HORTALEZA,FUERA_DE_SERVICIO,444059.375,4481224.89,ETRS89,40.47982883,-3.65999216,CALLE,MOJACAR,24,28033,"PRÃXIMO A C/ VÃLEZ RUBIO, 183",20060010,,FUE_16_0092,FUE25,ZV,PERSONAS,PIEDRA VP,"CALLE MOJACAR, 24",444059.375,4481224.89,-3.659992163932017,40.479828700926774
530174,Fuentes de beber,161,PALOMAS,16,HORTALEZA,OPERATIVO,447570.928,4477946.61,ETRS89,40.45052542,-3.61829406,CALLE,ESPIREA,2,28042,PARQUE PEONÃAS,11113140,,FUE_16_0094,FUE25,ZV,PERSONAS,MU-37A,"CALLE ESPIREA, 2",447570.928,4477946.61,-3.618294066848295,40.450525291520684
530175,Fuentes de beber,163,CANILLAS,16,HORTALEZA,OPERATIVO,444505.497,4479752.475,ETRS89,40.46659455,-3.65460028,CALLE,LOPEZ DE HOYOS,406,28043,JUNTO A GLORIETA DE LUIS ROSALES,11117728,2025/10/27 00:00:00,FUE_16_0095,FUE25,VP,PERSONAS,MU-37A,"CALLE LOPEZ DE HOYOS, 406",444505.497,4479752.475,-3.6546002835471074,40.46659442218863
530176,Fuentes de beber,163,CANILLAS,16,HORTALEZA,OPERATIVO,444365.401,4479506.587,ETRS89,40.4643701,-3.65623116,CALLE,LOPEZ DE HOYOS,329,28043,FRENTE FAROLA 230  PINAR DEL REY,11117729,,FUE_16_0096,FUE25,ZV,PERSONAS,MU-S37A,"CALLE LOPEZ DE HOYOS, 329",444365.401,4479506.587,-3.6562311617744947,40.46436997398302
530177,Fuentes de beber,163,CANILLAS,16,HORTALEZA,OPERATIVO,444300.209,4479447.203,ETRS89,40.46383077,-3.65699486,CALLE,LOPEZ DE HOYOS,327,28043,FRENTE FAROLA 220,11117795,,FUE_16_0097,FUE25,ZV,PERSONAS,MU-S37A,"CALLE LOPEZ DE HOYOS, 327",444300.209,4479447.203,-3.6569948657474485,40.46383064613992
530178,Fuentes de beber,165,APOSTOL SANTIAGO,16,HORTALEZA,OPERATIVO,444367.134,4480895.189,ETRS89,40.47687941,-3.65633249,CALLE,MONOVAR,6,28033,PARQUE DE DOÃA GUIOMAR,20121914,,FUE_16_0098,FUE25,ZV,PERSONAS,MU-S37A,"CALLE MONOVAR, 6",444367.134,4480895.189,-3.656332499031987,40.476879277465294
530179,Fuentes de beber,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,444171.968,4480120.265,ETRS89,40.46988543,-3.65856663,AVENIDA,GRAN VIA DE HORTALEZA,3 F,28033,CÂº DE LA CUERDA,31063097,,FUE_16_0103,FUE25,ZV,PERSONAS,MU-S37A,"AVENIDA GRAN VIA DE HORTALEZA, 3 F",444171.968,4480120.265,-3.6585666320347174,40.469885302892116
530180,Fuentes de beber,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,444168.991,4480176.653,ETRS89,40.4703932,-3.6586067,AVENIDA,SAN LUIS,27 I,28033,CÂº DE LA CUERDA,31046867,,FUE_16_0102,FUE25,ZV,PERSONAS,MU-S37A,"AVENIDA SAN LUIS, 27 I",444168.991,4480176.653,-3.6586067101428785,40.470393072542265
530181,Fuentes de beber,165,APOSTOL SANTIAGO,16,HORTALEZA,OPERATIVO,444136.17,4480644.25,ETRS89,40.47460333,-3.65903503,CALLE,SAN PEDRO DE CARDEÃA,44,28033,"PRÃXIMO A CARRION DE LOS CONDES, 70",11121043,,FUE_16_0100,FUE25,ZV,PERSONAS,MU-37B,"CALLE SAN PEDRO DE CARDEÃA, 44",444136.17,4480644.25,-3.659035037886932,40.474603198429875
530182,Fuentes de beber,165,APOSTOL SANTIAGO,16,HORTALEZA,OPERATIVO,444084.183,4480300.339,ETRS89,40.47150172,-3.65961798,AVENIDA,SAN LUIS,110,28033,EN MEDIANA,11121153,,FUE_16_0101,FUE25,ZV,PERSONAS,MU-S37A,"AVENIDA SAN LUIS, 110",444084.183,4480300.339,-3.65961798142714,40.47150158950692
530183,Fuentes de beber,165,APOSTOL SANTIAGO,16,HORTALEZA,OPERATIVO,443936.502,4480985.72,ETRS89,40.47766599,-3.66142059,CALLE,VELEZ RUBIO,83,28033,PARQUE DE MANOTERAS,11121813,,FUE_16_0106,FUE25,ZV,PERSONAS,MU-S37A,"CALLE VELEZ RUBIO, 83",443936.502,4480985.72,-3.6614205926190606,40.47766586230551
530184,Fuentes de beber,165,APOSTOL SANTIAGO,16,HORTALEZA,OPERATIVO,443949.501,4480902.048,ETRS89,40.47691311,-3.66125984,CALLE,SOMONTIN,29,28033,PARQUE DE MANOTERAS,11121791,,FUE_16_0108,FUE25,ZV,PERSONAS,MU-S37A,"CALLE SOMONTIN, 29",443949.501,4480902.048,-3.66125984854628,40.47691298421818
530185,Fuentes de beber,165,APOSTOL SANTIAGO,16,HORTALEZA,FUERA_DE_SERVICIO,444238.44,4481174.27,ETRS89,40.47938486,-3.65787521,CALLE,MOJACAR,2,28033,PAR CUEVAS DE ALMANZORA,20060334,,FUE_16_0104,FUE25,ZV,PERSONAS,PIEDRA VP,"CALLE MOJACAR, 2",444238.44,4481174.27,-3.6578752209667456,40.47938473661968
530186,Fuentes de beber,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,445264.924,4481104.827,ETRS89,40.47882758,-3.64575949,CALLE,SANTA SUSANA,30,28033,BÂº DE SANTA MARIA,11119443,,FUE_16_0110,FUE25,ZV,PERSONAS,MU-37A,"CALLE SANTA SUSANA, 30",445264.924,4481104.827,-3.6457594991660995,40.478827455681255
530187,Fuentes de beber,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,445017.843,4480553.865,ETRS89,40.47384793,-3.64862659,CALLE,BAHIA DE ALGECIRAS,24,28033,Z.V. BAHIA DE ALGECIRAS,20096201,,FUE_16_0109,FUE25,ZV,PERSONAS,MU-S37A,"CALLE BAHIA DE ALGECIRAS, 24",445017.843,4480553.865,-3.6486265949452865,40.47384780250735
530188,Fuentes de beber,165,APOSTOL SANTIAGO,16,HORTALEZA,OPERATIVO,443779.169,4480795.513,ETRS89,40.47594188,-3.66325977,CALLE,VELEZ RUBIO,1 B,28033,"PARQUE DE MANOTERAS, PRÃXIMA AL ROCÃDROMO",31011870,,FUE_16_0107,FUE25,ZV,PERSONAS,MU-S37A,"CALLE VELEZ RUBIO, 1 B",443779.169,4480795.513,-3.6632597807689113,40.47594175488848
530189,Fuentes de beber,165,APOSTOL SANTIAGO,16,HORTALEZA,OPERATIVO,443854.444,4480894.109,ETRS89,40.47683517,-3.66238051,CALLE,BACARES,22,28033,PARQUE MANOTERAS,31041741,,FUE_16_0105,FUE25,ZV,PERSONAS,MU-37A,"CALLE BACARES, 22",443854.444,4480894.109,-3.6623805164999945,40.476835044972724
530190,Fuentes de beber,162,PIOVERA,16,HORTALEZA,OPERATIVO,446960.692,4479029.04,ETRS89,40.46023783,-3.62558058,CALLE,JOSE IGNACIO AVILA,7,28043,Z.V. JOSE IGNACIO AVILA - PAPA NEGRO,20055855,,FUE_16_0112,FUE25,ZV,PERSONAS,MU-37A,"CALLE JOSE IGNACIO AVILA, 7",446960.692,4479029.04,-3.6255805847827127,40.46023770640817
530191,Fuentes de beber,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,445397.494,4480995.64,ETRS89,40.4778527,-3.64418614,CALLE,ARCOS,4,28033,BÂº DE SANTA MARIA,11119414,,FUE_16_0111,FUE25,ZV,PERSONAS,MU-37A,"CALLE ARCOS, 4",445397.494,4480995.64,-3.644186142417804,40.47785257377847
530192,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,445157.591,4482661.54,ETRS89,40.4928441,-3.64716041,AVENIDA,NICETO ALCALA ZAMORA,20,28050,"ANILLO VERDE CICLISTA (P.K. 1,900)",31017537,,FUE_16_0113,FUE25,ZV,PERSONAS,EGEA,"AVENIDA NICETO ALCALA ZAMORA, 20",445157.591,4482661.54,-3.647160411004305,40.49284397394663
530193,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,445308.257,4482126.82,ETRS89,40.48803704,-3.64533645,AVENIDA,NICETO ALCALA ZAMORA,12,28050,"ANILLO VERDE CICLLISTA (P.K. 2,502)",31027986,,FUE_16_0114,FUE25,ZV,PERSONAS,EGEA,"AVENIDA NICETO ALCALA ZAMORA, 12",445308.257,4482126.82,-3.64533645815867,40.48803690955296
530194,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,446704.107,4481278.1,ETRS89,40.48048213,-3.62879569,CALLE,JUAN DANIEL FULLAONDO,22,28055,MED. Y RTDAS. BARRIOS SAN ANTONIO Y LAS CARCAVAS,31041270,,FUE_16_0119,FUE25,ZV,PERSONAS,OTRO,"CALLE JUAN DANIEL FULLAONDO, 22",446704.107,4481278.1,-3.628795695218465,40.480482002007626
530195,Fuentes de beber,206,REJAS,20,SAN BLAS-CANILLEJAS,OPERATIVO,449203.85,4477673.21,ETRS89,40.44816386,-3.59901622,AVENIDA,SEPTIMA,58,28022,"POSTERIOR, PROXIMO A AREA INFANTIL EN PARQUE",20174883,,FUE_20_0003,FUE25,ZV,PERSONAS,MU-37A,"AVENIDA SEPTIMA, 58",449203.85,4477673.21,-3.5990162251262188,40.44816372943301
530196,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,448268.729,4483346.46,ETRS89,40.49921395,-3.61050581,CALLE,ANTONIO MIRO VALVERDE,71,28055,"PRÃXIMO A FCO. J. SAENZ DE OIZA, 248",31052682,,FUE_16_0133,FUE25,ZV,PERSONAS,OTRO,"CALLE ANTONIO MIRO VALVERDE, 71",448268.729,4483346.46,-3.6105058115336486,40.499213826027265
530197,Fuentes de beber,165,APOSTOL SANTIAGO,16,HORTALEZA,OPERATIVO,444150.607,4481401.5,ETRS89,40.48142595,-3.65893142,CALLE,ROQUETAS DE MAR,15,28033,PARQUE DE LA CORNISA,20060034,2016/07/12 00:00:00,FUE_16_0148,FUE25,VP,PERSONAS,MU-S37A,"CALLE ROQUETAS DE MAR, 15",444150.607,4481401.5,-3.6589314251824887,40.481425825288895
530198,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,444042.62,4482870.51,ETRS89,40.49465217,-3.6603351,CALLE,MARIA TUDOR,14,28050,PARQUE MARIA TUDOR,31013425,,FUE_16_0146,FUE25,ZV,PERSONAS,MU-37B,"CALLE MARIA TUDOR, 14",444042.62,4482870.51,-3.6603351083894538,40.49465204522985
530199,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,447953.19,4483219.28,ETRS89,40.49804852,-3.61421898,CALLE,JOSEFINA ALDECOA,72,28055,,31044276,,FUE_16_0131,FUE25,ZV,PERSONAS,EGEA,"CALLE JOSEFINA ALDECOA, 72",447953.19,4483219.28,-3.6142189885834304,40.49804839328809
530200,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,447608.479,4483190.151,ETRS89,40.49776442,-3.61828438,CALLE,FINA DE CALDERON,68,28055,"PRÃXIMO A FCO. JAVIER SAENZ DE OIZA, 62",31039808,,FUE_16_0129,FUE25,ZV,PERSONAS,OTRO,"CALLE FINA DE CALDERON, 68",447608.479,4483190.151,-3.6182843865545955,40.49776429328165
530201,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,444213.082,4481873.25,ETRS89,40.48567989,-3.65823588,CALLE,INFANTA CATALINA MICAELA,3 B,28050,PARQUE EN C/ INFANTA CATALINA MICAELA,31011804,,FUE_16_0116,FUE25,ZV,PERSONAS,MU-37A,"CALLE INFANTA CATALINA MICAELA, 3 B",444213.082,4481873.25,-3.6582358815287175,40.48567976234082
530202,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,448273.14,4482968.312,ETRS89,40.49580768,-3.61042288,CALLE,ANTONIO MIRO VALVERDE,14,28055,,31039840,,FUE_16_0134,FUE25,ZV,PERSONAS,OTRO,"CALLE ANTONIO MIRO VALVERDE, 14",448273.14,4482968.312,-3.6104228819128443,40.49580754962028
530203,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,448016.669,4481885.753,ETRS89,40.4860394,-3.6133605,CALLE,FERNANDO HIGUERAS,11,28055,,31043956,,FUE_16_0175,FUE25,ZV,PERSONAS,EGEA,"CALLE FERNANDO HIGUERAS, 11",448016.669,4481885.753,-3.6133605025303135,40.48603927142048
530204,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,447296.661,4482883.227,ETRS89,40.49497975,-3.62193848,CALLE,JOSE ANTONIO CODERCH,46,28055,"PRÃXIMO A AVDA. SECUNDINO ZUAZO, 20",31048138,,FUE_16_0128,FUE25,ZV,PERSONAS,OTRO,"CALLE JOSE ANTONIO CODERCH, 46",447296.661,4482883.227,-3.6219384850828664,40.494979624980196
530205,Fuentes de beber,206,REJAS,20,SAN BLAS-CANILLEJAS,OPERATIVO,449668.6,4477823.17,ETRS89,40.44954306,-3.5935478,CALLE,UNO,4,28022,"C/V AVDA, PRIMERA, JUNTO FAROLA 10",11137058,,FUE_20_0007,FUE25,ZV,PERSONAS,PIEDRA VP,"CALLE UNO, 4",449668.6,4477823.17,-3.5935478020398492,40.44954293017549
530206,Fuentes de beber,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,445338.87,4481167.77,ETRS89,40.47939948,-3.64489256,CALLE,ARCOS,5,28033,PARQUE DE HORTALEZA (STA SUSANA),11119413,,FUE_16_0140,FUE25,ZV,PERSONAS,MU-37A,"CALLE ARCOS, 5",445338.87,4481167.77,-3.644892569259499,40.47939934736831
530207,Fuentes de beber,206,REJAS,20,SAN BLAS-CANILLEJAS,OPERATIVO,449517.870,4477611.500,ETRS89,40.44762706,-3.59530841,CALLE,SEIS,4,28022,"FRENTE FAROLA 30, EN PLAZA MAYOR DE CIUDAD PEGASO",11137010,,FUE_20_0006,FUE25,ZV,PERSONAS,PIEDRA VP,"CALLE SEIS, 4",449517.87,4477611.5,-3.595308413060324,40.44762693648018
530208,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,448356.472,4482450.637,ETRS89,40.49114938,-3.60939735,CALLE,JOSE ANTONIO FERNANDEZ ORDOÃEZ,24,28055,,31039120,,FUE_16_0135,FUE25,ZV,PERSONAS,OTRO,"CALLE JOSE ANTONIO FERNANDEZ ORDOÃEZ, 24",448356.472,4482450.637,-3.6093973512189685,40.49114925297855
530209,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,444749.612,4482284.49,ETRS89,40.48942041,-3.65194154,CALLE,INFANTA CATALINA MICAELA,33,28050,"PRÃXIMO A C/ PRINCIPE CARLOS, 13. JUNTO A PISTAS DEPORTIVAS",31025798,,FUE_16_0142,FUE25,ZV,PERSONAS,MU-37B,"CALLE INFANTA CATALINA MICAELA, 33",444749.612,4482284.49,-3.6519415441941048,40.48942027973055
530210,Fuentes de beber,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,444575.601,4480891.49,ETRS89,40.47686002,-3.65387292,CALLE,MANUEL CHAVES NOGALES,13,28033,BÂº VIRGEN DEL CARMEN,20096233,,FUE_16_0141,FUE25,ZV,PERSONAS,MU-S37A,"CALLE MANUEL CHAVES NOGALES, 13",444575.601,4480891.49,-3.653872924509098,40.47685989419043
530211,Fuentes de beber,203,AMPOSTA,20,SAN BLAS-CANILLEJAS,OPERATIVO,447135.08,4475279.16,ETRS89,40.42646787,-3.62321178,CALLE,FUMISTERIA,7,28037,JUNTO FAROLA 7 Y AREA INFANTIL,11135284,,FUE_20_0014,FUE25,VP,PERSONAS,MU-37A,"CALLE FUMISTERIA, 7",447135.08,4475279.16,-3.6232117849146346,40.42646773926873
530212,Fuentes de beber,205,ROSAS,20,SAN BLAS-CANILLEJAS,OPERATIVO,448611.16,4475094.87,ETRS89,40.42490015,-3.60579667,PASEO,GINEBRA,11,28022,"C/V AVDA  GUADALAJARA, EN PARQUE JUNTO MARQUESINA BUS",20171618,,FUE_20_0019,FUE25,ZV,PERSONAS,MU-37A,"PASEO GINEBRA, 11",448611.16,4475094.87,-3.6057966744524403,40.4249000258411
530213,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,446002.549,4481640.806,ETRS89,40.48370424,-3.63710322,CALLE,CARMEN RICO GODOY,134,28055,JUNTO A ZONA INFANTIL,31032388,2023/09/14 00:00:00,FUE_16_0123,FUE25,ZV,PERSONAS,MU-37A,"CALLE CARMEN RICO GODOY, 134",446002.549,4481640.806,-3.63710322675396,40.4837041107982
530214,Fuentes de beber,163,CANILLAS,16,HORTALEZA,OPERATIVO,444848.067,4479598.72,ETRS89,40.46523226,-3.65054629,CALLE,BENITA AVILA,17,28043,C/V C/ MANZANAR,11117614,,FUE_16_0124,FUE25,VP,PERSONAS,PIEDRA VP,"CALLE BENITA AVILA, 17",444848.067,4479598.72,-3.650546290984245,40.465232134119596
530215,Fuentes de beber,205,ROSAS,20,SAN BLAS-CANILLEJAS,OPERATIVO,448690.737,4475625.831,ETRS89,40.4296883,-3.60490148,CALLE,MANCHESTER,12 C,28022,"C/V C/ SUECIA, JUNTO AREA INFANTIL",31001183,2023/02/21 00:00:00,FUE_20_0023,FUE25,ZV,PERSONAS,MU-37A,"CALLE MANCHESTER, 12 C",448690.737,4475625.831,-3.6049014839630997,40.429688169849626
530216,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,444374.27,4481817.4,ETRS89,40.48518758,-3.65632922,CALLE,INFANTA CATALINA MICAELA,11,28050,PARQUE EN C/ INFANTA CATALINA MICAELA,31002675,,FUE_16_0115,FUE25,ZV,PERSONAS,MU-37A,"CALLE INFANTA CATALINA MICAELA, 11",444374.27,4481817.4,-3.65632922455822,40.485187455864946
530217,Fuentes de beber,206,REJAS,20,SAN BLAS-CANILLEJAS,OPERATIVO,449568.18,4477742.08,ETRS89,40.44880646,-3.59472553,CALLE,CINCO,4,28022,"FRENTE FAROLA 4, EN PLAZA SAN CRISTOBAL PROXIMO A AREA INFANTIL",11137018,,FUE_20_0004,FUE25,ZV,PERSONAS,PIEDRA VP,"CALLE CINCO, 4",449568.18,4477742.08,-3.594725534203572,40.4488063352318
530218,Fuentes de beber,205,ROSAS,20,SAN BLAS-CANILLEJAS,OPERATIVO,448936.177,4475665.661,ETRS89,40.43006221,-3.60201126,CALLE,MANCHESTER,32,28022,"C/V C/ SOFIA, JUNTO AREA INFANTIL",20125498,,FUE_20_0022,FUE25,ZV,PERSONAS,MU-37A,"CALLE MANCHESTER, 32",448936.177,4475665.661,-3.6020112639510886,40.43006208667674
530219,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,444461.753,4481819.04,ETRS89,40.48520821,-3.65529721,CALLE,INFANTA CATALINA MICAELA,15 B,28050,PARQUE EN C/ INFANTA CATALINA MICAELA,31016005,,FUE_16_0118,FUE25,ZV,PERSONAS,MU-37A,"CALLE INFANTA CATALINA MICAELA, 15 B",444461.753,4481819.04,-3.655297218512135,40.485208086571944
530220,Fuentes de beber,205,ROSAS,20,SAN BLAS-CANILLEJAS,OPERATIVO,449047.5,4475755.02,ETRS89,40.43087404,-3.60070606,CALLE,ESTOCOLMO,59,28022,"ENTRE FAROLAS 28 Y 29, EN PARQUE JUNTO AVC",31052864,,FUE_20_0024,FUE25,ZV,PERSONAS,MU-37A,"CALLE ESTOCOLMO, 59",449047.5,4475755.02,-3.600706065215512,40.430873915646224
530221,Fuentes de beber,165,APOSTOL SANTIAGO,16,HORTALEZA,OPERATIVO,443845,4479990.11,ETRS89,40.46869089,-3.66241189,CALLE,AÃASTRO,13 D,28033,"Par Burgo de Osma, Interbloque C/ Ramonet 16",31046846,,FUE_16_0150,FUE25,ZV,PERSONAS,MU-37A,"CALLE AÃASTRO, 13 D",443845.0,4479990.11,-3.6624118942377186,40.46869076652394
530222,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,443961.62,4482816.51,ETRS89,40.49416025,-3.66128612,CALLE,MARIA TUDOR,12 B,28050,PARQUE MARIA TUDOR,31006570,,FUE_16_0147,FUE25,ZV,PERSONAS,MU-37B,"CALLE MARIA TUDOR, 12 B",443961.62,4482816.51,-3.66128612714873,40.494160124834
530223,Fuentes de beber,205,ROSAS,20,SAN BLAS-CANILLEJAS,OPERATIVO,448694.26,4475016.07,ETRS89,40.4241954,-3.60481074,PASEO,GINEBRA,12 B,28022,"ENTRE AREA INFANTIL Y ZONA DE CALISTENIA, EN PARQUE CENTRAL",31046810,,FUE_20_0020,FUE25,ZV,PERSONAS,MU-37A,"PASEO GINEBRA, 12 B",448694.26,4475016.07,-3.604810744582033,40.424195273933094
530224,Fuentes de beber,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,445739.24,4480615.9,ETRS89,40.47445422,-3.64012206,CALLE,YARUMAL,6,28033,JUNTO ÃREA INFANTIL,11119244,,FUE_16_0138,FUE25,VP,PERSONAS,MU-37A,"CALLE YARUMAL, 6",445739.24,4480615.9,-3.6401220616484147,40.47445408762765
530225,Fuentes de beber,205,ROSAS,20,SAN BLAS-CANILLEJAS,OPERATIVO,448892.43,4475805.24,ETRS89,40.43131694,-3.6025382,CALLE,LIVERPOOL,9,28022,"JUNTO AVC Y AREA INFANTIL, EN PARQUE DE SOFIA",20128520,,FUE_20_0025,FUE25,ZV,PERSONAS,MU-37A,"CALLE LIVERPOOL, 9",448892.43,4475805.24,-3.602538209948312,40.43131681574324
530226,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,444962.615,4482658.493,ETRS89,40.49280375,-3.64946079,CALLE,FERNANDO DE ROJAS,1,28050,PARQUE FERNANDO DE ROJAS - AVDA. NICETO ALCALA ZAMORA,31011045,,FUE_16_0144,FUE25,ZV,PERSONAS,MU-37B,"CALLE FERNANDO DE ROJAS, 1",444962.615,4482658.493,-3.649460794140087,40.49280361919228
530227,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,447291.782,4483161.04,ETRS89,40.49748212,-3.62201916,CALLE,JOSE ANTONIO CODERCH,59,28055,"PRÃXIMO A AVDA. FCO. JAVIER SAENZ DE OIZA, 36",31039798,,FUE_16_0127,FUE25,ZV,PERSONAS,OTRO,"CALLE JOSE ANTONIO CODERCH, 59",447291.782,4483161.04,-3.6220191701763382,40.497481992418024
530228,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,446907.617,4481166.74,ETRS89,40.47949198,-3.62638545,CALLE,FRANCISCO UMBRAL,41,28055,MED. Y RTDAS. BARRIOS SAN ANTONIO Y LAS CARCAVAS,31042729,,FUE_16_0120,FUE25,ZV,PERSONAS,OTRO,"CALLE FRANCISCO UMBRAL, 41",446907.617,4481166.74,-3.626385455182319,40.47949185111382
