ID,DESC_CLASI,COD_BARRIO,BARRIO,COD_DISTRI,DISTRITO,ESTADO,COORD_GIS_,COORD_GI_1,SISTEMA_CO,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIR_AUX,NDP,F_INSTALA,COD_INT,CONTR_COD,UBICACION,USO,MODELO,DIRECCION,x_etrs89_utm30n,y_etrs89_utm30n,longitude,latitude
529382,Fuentes de beber,015,UNIVERSIDAD,01,CENTRO,OPERATIVO,439892.5,4475419.8,ETRS89,40.42724307,-3.70860028,PLAZA,COMENDADORAS,1,28015,Plaza Comendadoras,11006373,,FUE_01_0001,FUE25,ZV,PERSONAS,OTRO,"PLAZA COMENDADORAS, 1",439892.5,4475419.8,-3.708600289121081,40.42724294023843
529385,Fuentes de beber,011,PALACIO,01,CENTRO,OPERATIVO,439636.432,4473693.57,ETRS89,40.41167387,-3.71145498,PLAZA,CARROS,3,28005,Plaza de los Carros,11000945,,FUE_01_0009,FUE25,ZV,PERSONAS,MU-37C,"PLAZA CARROS, 3",439636.432,4473693.57,-3.7114549862332997,40.41167373973351
529386,Fuentes de beber,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,444028.256,4479425.226,ETRS89,40.46361452,-3.66020048,CALLE,DUQUESA DE CASTREJON,17,28033,Bulevar,11118039,2024/12/03 00:00:00,FUE_16_0180,FUE25,VP,PERSONAS,METROPOLIS,"CALLE DUQUESA DE CASTREJON, 17",444028.256,4479425.226,-3.6602004886853776,40.463614390580375
529387,Fuentes de beber,012,EMBAJADORES,01,CENTRO,OPERATIVO,440273.265,4473434.89,ETRS89,40.40938949,-3.70392542,CALLE,MESON DE PAREDES,50,28012,Fuente de Cabestros,11002149,1934/01/01 00:00:00,FUE_01_0032,FUE25,VP,PERSONAS,PATRIMONIO_HISTORICO,"CALLE MESON DE PAREDES, 50",440273.265,4473434.89,-3.7039254256331167,40.40938936551845
529389,Fuentes de beber,062,CUATRO CAMINOS,06,TETUAN,OPERATIVO,440740.973,4478248.922,ETRS89,40.45278993,-3.69886232,AVENIDA,GENERAL PERON,4,28020,"JARDINES PERÃN, JUNTO A ZONA INFANTIL",11029769,2023/07/25 00:00:00,FUE_06_0056,FUE25,ZV,PERSONAS,METROPOLIS,"AVENIDA GENERAL PERON, 4",440740.973,4478248.922,-3.698862324418919,40.45278979967567
529390,Fuentes de beber,062,CUATRO CAMINOS,06,TETUAN,OPERATIVO,440926.516,4478258.093,ETRS89,40.45288575,-3.69667515,AVENIDA,GENERAL PERON,13,28020,"JARDINES PERÃN, JUNTO A TERRAZA RESTAURANTE",11029984,2023/07/25 00:00:00,FUE_06_0021,FUE25,ZV,PERSONAS,METROPOLIS,"AVENIDA GENERAL PERON, 13",440926.516,4478258.093,-3.69667515823444,40.45288562372332
529391,Fuentes de beber,064,ALMENARA,06,TETUAN,OPERATIVO,441431.81,4480222.904,ETRS89,40.47062136,-3.69089777,CALLE,MARTIRES DE LA VENTILLA,29,28029,,11031735,,FUE_06_0035,FUE25,ZV,PERSONAS,FUENTE_ACCESIBLE,"CALLE MARTIRES DE LA VENTILLA, 29",441431.81,4480222.904,-3.6908977744474223,40.47062123661449
529392,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,439967.773,4479510.33,ETRS89,40.46409771,-3.70809958,CALLE,PANIZO,68,28039,Parque Agustin Rodriguez Sahagun,20012728,,FUE_06_0006,FUE25,ZV,PERSONAS,MU-37A,"CALLE PANIZO, 68",439967.773,4479510.33,-3.7080995818941545,40.46409757904933
529393,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,440149.929,4480122.572,ETRS89,40.46962616,-3.70600889,PASEO,DIRECCION,277,28029,,11035117,,FUE_06_0067,FUE25,VP,PERSONAS,MU-37A,"PASEO DIRECCION, 277",440149.929,4480122.572,-3.7060088991018723,40.46962603451842
529394,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,440439.032,4479973.63,ETRS89,40.46830521,-3.70258481,CALLE,JIRAFA,1,28029,CV CALLE ESPERANZA SÃNCHEZ CARRASCOSA,11034612,,FUE_06_0062,FUE25,VP,PERSONAS,MU-37A,"CALLE JIRAFA, 1",440439.032,4479973.63,-3.702584816743294,40.46830508607559
529395,Fuentes de beber,061,BELLAS VISTAS,06,TETUAN,OPERATIVO,439634.364,4478412.38,ETRS89,40.45418279,-3.71192754,CALLE,NUMANCIA,6,28039,Jardines de Numancia,20108308,,FUE_06_0045,FUE25,ZV,PERSONAS,OTRO,"CALLE NUMANCIA, 6",439634.364,4478412.38,-3.7119275432527408,40.45418266117938
529398,Fuentes de beber,014,JUSTICIA,01,CENTRO,OPERATIVO,441150.186,4475173.587,ETRS89,40.42511498,-3.69375182,PLAZA,VILLA DE PARIS,1 D,28004,Plaza Villa de Paris,31071544,,FUE_01_0005,FUE25,ZV,PERSONAS,MU-37A,"PLAZA VILLA DE PARIS, 1 D",441150.186,4475173.587,-3.693751827861411,40.425114856050016
529399,Fuentes de beber,015,UNIVERSIDAD,01,CENTRO,OPERATIVO,440248.156,4475384.045,ETRS89,40.42694659,-3.70440444,CALLE,DOS DE MAYO,1,28004,Plaza Dos de Mayo,11006199,,FUE_01_0020,FUE25,ZV,PERSONAS_Y_MASCOTAS,MIXTA ESTELA,"CALLE DOS DE MAYO, 1",440248.156,4475384.045,-3.704404443130257,40.42694646375675
529400,Fuentes de beber,012,EMBAJADORES,01,CENTRO,OPERATIVO,439735.545,4473379.12,ETRS89,40.40884834,-3.71025712,CALLE,ARGANZUELA,1,28005,,20004170,1815/01/01 00:00:00,FUE_01_0031,FUE25,VP,PERSONAS,PATRIMONIO_HISTORICO,"CALLE ARGANZUELA, 1",439735.545,4473379.12,-3.710257127180579,40.4088482085449
529401,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,440616.577,4479525.265,ETRS89,40.46427887,-3.70044867,CALLE,FRAY JUNIPERO SERRA,27,28039,Junto a zona infantil,31023060,2024/09/23 00:00:00,FUE_06_0064,FUE25,ZV,PERSONAS,MU-37A,"CALLE FRAY JUNIPERO SERRA, 27",440616.577,4479525.265,-3.70044867160308,40.46427874548004
529402,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,439805.974,4479786.85,ETRS89,40.466577,-3.71003414,CALLE,VILLAAMIL,90,28039,Parque Huerta del Obispo,31050938,,FUE_06_0003,FUE25,ZV,PERSONAS,MU-37A,"CALLE VILLAAMIL, 90",439805.974,4479786.85,-3.7100341460195967,40.46657687061978
529403,Fuentes de beber,062,CUATRO CAMINOS,06,TETUAN,OPERATIVO,440881.27,4478321.16,ETRS89,40.45345067,-3.69721459,AVENIDA,PRESIDENTE CARMONA,5,28020,CV MÃRTIRES DE PARACUELLOS,11029977,,FUE_06_0020,FUE25,ZV,PERSONAS,MU-37A,"AVENIDA PRESIDENTE CARMONA, 5",440881.27,4478321.16,-3.6972145955891356,40.45345054118163
529404,Fuentes de beber,012,EMBAJADORES,01,CENTRO,OPERATIVO,439894.051,4473423.03,ETRS89,40.40925536,-3.7083933,PLAZA,GENERAL VARA DE REY,3,28005,,11001876,,FUE_01_0038,FUE25,ZV,PERSONAS,MU-37A,"PLAZA GENERAL VARA DE REY, 3",439894.051,4473423.03,-3.7083933105589537,40.40925523038962
529405,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,440609.802,4479990.56,ETRS89,40.46846995,-3.70057212,CALLE,PLATANO,34,28029,C/V DIVINO REDENTOR,11033553,,FUE_06_0048,FUE25,ZV,PERSONAS,BRAVO MURILLO,"CALLE PLATANO, 34",440609.802,4479990.56,-3.700572131316788,40.46846982458445
529406,Fuentes de beber,064,ALMENARA,06,TETUAN,OPERATIVO,441230.95,4480238.83,ETRS89,40.47075065,-3.69326852,CALLE,GENERAL PINTOS,22 B,28029,CV CALLE PADRE RUBIO,31066898,,FUE_06_0068,FUE25,VP,PERSONAS,OTRO,"CALLE GENERAL PINTOS, 22 B",441230.95,4480238.83,-3.6932685240784644,40.470750517800546
529407,Fuentes de beber,062,CUATRO CAMINOS,06,TETUAN,OPERATIVO,440921.57,4478527.65,ETRS89,40.45531368,-3.69675856,PLAZA,SAN AMARO,10,28020,Junto zona infantil,31047925,,FUE_06_0018,FUE25,ZV,PERSONAS,MU-37A,"PLAZA SAN AMARO, 10",440921.57,4478527.65,-3.696758566915984,40.45531355654195
529408,Fuentes de beber,011,PALACIO,01,CENTRO,OPERATIVO,438875.494,4474067.67,ETRS89,40.4149884,-3.7204588,PASEO,VIRGEN DEL PUERTO,3 B,28005,"Parque de Atenas, junto a pista deportiva.",31044315,,FUE_01_0021,FUE25,ZV,PERSONAS,MU-37A,"PASEO VIRGEN DEL PUERTO, 3 B",438875.494,4474067.67,-3.720458801769938,40.414988267674524
529409,Fuentes de beber,012,EMBAJADORES,01,CENTRO,OPERATIVO,440159.847,4473092.675,ETRS89,40.40629851,-3.70522986,CALLE,CASINO,3,28005,Parque Casino de la Reina. Recinto cerrado/vallado,11002270,2023/10/05 00:00:00,FUE_01_0030,FUE25,ZV,PERSONAS,OTRO,"CALLE CASINO, 3",440159.847,4473092.675,-3.7052298682695555,40.40629838241885
529410,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,439873.2,4480226.63,ETRS89,40.47054357,-3.70928289,CALLE,SINESIO DELGADO,23,28029,Parque Agustin Rodriguez Sahagun,31045419,,FUE_06_0032,FUE25,ZV,PERSONAS,MU-37A,"CALLE SINESIO DELGADO, 23",439873.2,4480226.63,-3.7092829008041486,40.47054344393433
529411,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,440730.491,4479706.39,ETRS89,40.46591866,-3.69912202,CALLE,SIERRA BULLONES,5,28029,,11034125,,FUE_06_0063,FUE25,VP,PERSONAS,PIEDRA VP,"CALLE SIERRA BULLONES, 5",440730.491,4479706.39,-3.6991220281783996,40.46591852687577
529412,Fuentes de beber,015,UNIVERSIDAD,01,CENTRO,OPERATIVO,439601.252,4475244.82,ETRS89,40.42564568,-3.7120169,PLAZA,CRISTINO MARTOS,2,28015,Plaza Cristino Martos,11006548,,FUE_01_0006,FUE25,ZV,PERSONAS,BARCINO,"PLAZA CRISTINO MARTOS, 2",439601.252,4475244.82,-3.712016903838311,40.42564554925714
529413,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,440176.437,4480317.05,ETRS89,40.47138,-3.70571456,CALLE,SINESIO DELGADO,32,28029,Parque Agustin Rodriguez Sahagun,20047805,,FUE_06_0033,FUE25,ZV,PERSONAS,MU-37A,"CALLE SINESIO DELGADO, 32",440176.437,4480317.05,-3.70571456536471,40.47137987636103
529414,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,440255.37,4479946.29,ETRS89,40.46804574,-3.70474857,PLAZA,CALICANTO,1,28029,Plaza de Calicanto,11034741,,FUE_06_0046,FUE25,ZV,PERSONAS,MU-37A,"PLAZA CALICANTO, 1",440255.37,4479946.29,-3.7047485750825415,40.4680456081888
529415,Fuentes de beber,062,CUATRO CAMINOS,06,TETUAN,OPERATIVO,440560.354,4477654.14,ETRS89,40.44741898,-3.7009366,CALLE,ARTISTAS,28,28020,CV CALLE DE CICERÃN,20010948,,FUE_06_0055,FUE25,VP,PERSONAS,MU-37A,"CALLE ARTISTAS, 28",440560.354,4477654.14,-3.700936603297373,40.44741885396805
529416,Fuentes de beber,011,PALACIO,01,CENTRO,OPERATIVO,439337.91,4473732.94,ETRS89,40.41200683,-3.7149769,PLAZA,GABRIEL MIRO,8,28005,A LA ENTRADA A PISTA DEPORTIVAS,11001058,,FUE_01_0039,FUE25,VP,PERSONAS,PIEDRA VP,"PLAZA GABRIEL MIRO, 8",439337.91,4473732.94,-3.714976910390486,40.41200670037211
529417,Fuentes de beber,012,EMBAJADORES,01,CENTRO,OPERATIVO,439737.475,4473188.05,ETRS89,40.40712723,-3.71021628,CALLE,CAPITAN SALAZAR MARTINEZ,11,28005,Mercado Puerta de Toledo,11001295,,FUE_01_0018,FUE25,ZV,PERSONAS,MU-37A,"CALLE CAPITAN SALAZAR MARTINEZ, 11",439737.475,4473188.05,-3.710216288593198,40.40712709946682
529418,Fuentes de beber,011,PALACIO,01,CENTRO,OPERATIVO,439838.451,4474407.33,ETRS89,40.41811837,-3.70914163,PLAZA,ISABEL II,8,28013,Plaza Isabel II,20003836,,FUE_01_0037,FUE25,VP,PERSONAS,FUENTE_ACCESIBLE,"PLAZA ISABEL II, 8",439838.451,4474407.33,-3.709141631721604,40.41811824663145
529419,Fuentes de beber,066,BERRUGUETE,06,TETUAN,OPERATIVO,439991.92,4478894.03,ETRS89,40.45854758,-3.7077565,CALLE,ALONSO NUÃEZ,7,28039,cv Calle de las Margaritas,11038153,,FUE_06_0061,FUE25,VP,PERSONAS,PIEDRA VP,"CALLE ALONSO NUÃEZ, 7",439991.92,4478894.03,-3.707756509484811,40.45854745042667
529420,Fuentes de beber,061,BELLAS VISTAS,06,TETUAN,OPERATIVO,439729.928,4478121.71,ETRS89,40.45157125,-3.71077299,CALLE,FRANCISCO BALSEIRO,4,28039,C/V AV PABLO IGLESIAS 60,31056619,,FUE_06_0042,FUE25,ZV,PERSONAS,MU-37A,"CALLE FRANCISCO BALSEIRO, 4",439729.928,4478121.71,-3.7107729917652534,40.45157112465534
529421,Fuentes de beber,014,JUSTICIA,01,CENTRO,OPERATIVO,441272.088,4475206.717,ETRS89,40.42542205,-3.69231794,CALLE,ORELLANA,27,28004,Plaza Villa de Paris,20103453,,FUE_01_0004,FUE25,ZV,PERSONAS,MU-37G,"CALLE ORELLANA, 27",441272.088,4475206.717,-3.6923179441897043,40.42542192077184
529422,Fuentes de beber,066,BERRUGUETE,06,TETUAN,OPERATIVO,440220.017,4478995.663,ETRS89,40.45947957,-3.70507601,CALLE,BERRUGUETE,63,28039,c/v Calle Serrallo,11037689,,FUE_06_0053,FUE25,VP,PERSONAS,PIEDRA VP,"CALLE BERRUGUETE, 63",440220.017,4478995.663,-3.7050760182818236,40.45947944136485
529424,Fuentes de beber,012,EMBAJADORES,01,CENTRO,OPERATIVO,440215.543,4473102.27,ETRS89,40.40638895,-3.70457442,CALLE,CASINO,3,28005,Parque Casino de la Reina. Recinto cerrado/vallado,11002270,2023/10/05 00:00:00,FUE_01_0029,FUE25,ZV,PERSONAS,OTRO,"CALLE CASINO, 3",440215.543,4473102.27,-3.704574426618489,40.40638882027039
529425,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,440779.339,4479970.444,ETRS89,40.46830084,-3.69857051,CALLE,PINOS ALTA,62,28029,"FRENTE AL 62, JUNTO AL JARDÃN PINOS ALTA",11033087,,FUE_06_0017,FUE25,VP,PERSONAS,MU-37A,"CALLE PINOS ALTA, 62",440779.339,4479970.444,-3.6985705211589246,40.468300715025435
529426,Fuentes de beber,011,PALACIO,01,CENTRO,OPERATIVO,439073.74,4474105.151,ETRS89,40.41534058,-3.71812588,PASEO,VIRGEN DEL PUERTO,4,28005,"PARQUE DE ATENAS, PRÃXIMA AL ESTANQUE",31011490,,FUE_01_0028,FUE25,ZV,PERSONAS,OTRO,"PASEO VIRGEN DEL PUERTO, 4",439073.74,4474105.151,-3.7181258913455246,40.415340449316474
529427,Fuentes de beber,062,CUATRO CAMINOS,06,TETUAN,OPERATIVO,440786.15,4477869.17,ETRS89,40.44937218,-3.69829416,CALLE,AVIADOR ZORITA,25,28020,,11029326,,FUE_06_0052,FUE25,VP,PERSONAS,PIEDRA VP,"CALLE AVIADOR ZORITA, 25",440786.15,4477869.17,-3.69829416161714,40.44937205084027
529428,Fuentes de beber,064,ALMENARA,06,TETUAN,OPERATIVO,441239.28,4480555.74,ETRS89,40.47360609,-3.69319962,CALLE,VIA LIMITE,65,28029,"Parque de la Ventilla, junto acceso",11032312,,FUE_06_0012,FUE25,ZV,PERSONAS,MU-37A,"CALLE VIA LIMITE, 65",441239.28,4480555.74,-3.693199623229437,40.47360596068418
529429,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,439773.717,4480262.58,ETRS89,40.47086022,-3.71045977,CALLE,SINESIO DELGADO,23,28029,Parque Agustin Rodriguez Sahagun,31045419,,FUE_06_0031,FUE25,ZV,PERSONAS,MU-37A,"CALLE SINESIO DELGADO, 23",439773.717,4480262.58,-3.710459774719185,40.47086008793904
529430,Fuentes de beber,015,UNIVERSIDAD,01,CENTRO,FUERA_DE_SERVICIO,440151.64,4474817.1,ETRS89,40.42183236,-3.7054888,CALLE,LUNA,8,28004,PLAZA DE SANTA MARÃA SOLEDAD TORRES ACOSTA,11006992,2016/11/16 00:00:00,FUE_01_0042,FUE25,VP,PERSONAS,MU-37B,"CALLE LUNA, 8",440151.64,4474817.1,-3.7054888089934757,40.42183222705907
529431,Fuentes de beber,066,BERRUGUETE,06,TETUAN,OPERATIVO,440371.251,4478939.4,ETRS89,40.4589836,-3.70328712,CALLE,MARTINEZ,15,28039,C/ MartÃ­nez 15,20012948,,FUE_06_0016,FUE25,ZV,PERSONAS,MU-37A,"CALLE MARTINEZ, 15",440371.251,4478939.4,-3.7032871284835887,40.458983467384115
529432,Fuentes de beber,014,JUSTICIA,01,CENTRO,OPERATIVO,441077.26,4475077.76,ETRS89,40.42424657,-3.69460257,PLAZA,SALESAS,1 B,28004,Plaza de las Salesas,31041455,2017/08/01 00:00:00,FUE_01_0003,FUE25,ZV,PERSONAS,MU-37AA,"PLAZA SALESAS, 1 B",441077.26,4475077.76,-3.694602576828943,40.42424643918417
529433,Fuentes de beber,061,BELLAS VISTAS,06,TETUAN,OPERATIVO,439815.541,4478313.25,ETRS89,40.45330293,-3.70978157,CALLE,MARIA PEDRAZA,18,28039,CV CALLE ALEJANDRO RODRIGUÃZ,20010668,,FUE_06_0060,FUE25,VP,PERSONAS,PIEDRA VP,"CALLE MARIA PEDRAZA, 18",439815.541,4478313.25,-3.709781575104634,40.45330279761092
529434,Fuentes de beber,061,BELLAS VISTAS,06,TETUAN,OPERATIVO,439854.26,4478128.50,ETRS89,40.45164143,-3.70930747,AVENIDA,DOCTOR FEDERICO RUBIO Y GALI,42,28039,CV CALLE SAN VALERIANO,11027878,,FUE_06_0059,FUE25,VP,PERSONAS,PIEDRA VP,"AVENIDA DOCTOR FEDERICO RUBIO Y GALI, 42",439854.26,4478128.5,-3.7093074777906003,40.451641297641146
529435,Fuentes de beber,063,CASTILLEJOS,06,TETUAN,OPERATIVO,440761.581,4478809.95,ETRS89,40.45784537,-3.69867165,CALLE,LAZAGA,10,28020,Plaza de San German,31002785,,FUE_06_0041,FUE25,ZV,PERSONAS,MU-37A,"CALLE LAZAGA, 10",440761.581,4478809.95,-3.6986716535330277,40.457845244945695
529436,Fuentes de beber,011,PALACIO,01,CENTRO,OPERATIVO,439005.2,4474042.99,ETRS89,40.41477558,-3.71892773,CALLE,SEGOVIA,30,28005,Parque de Atenas,31047537,,FUE_01_0027,FUE25,ZV,PERSONAS,MU-37C,"CALLE SEGOVIA, 30",439005.2,4474042.99,-3.718927738475649,40.414775455107986
529437,Fuentes de beber,013,CORTES,01,CENTRO,OPERATIVO,441186.387,4473797.87,ETRS89,40.41272441,-3.69319788,PASEO,PRADO,22,28014,Paseo del Prado,11003752,,FUE_01_0017,FUE25,ZV,PERSONAS,MU-37A,"PASEO PRADO, 22",441186.387,4473797.87,-3.693197886690984,40.4127242859582
529439,Fuentes de beber,066,BERRUGUETE,06,TETUAN,OPERATIVO,440539.16,4478823.59,ETRS89,40.45795236,-3.70129602,CALLE,BRAVO MURILLO,239,28020,Plaza Canal de Isabel II,11037887,,FUE_06_0058,FUE25,VP,PERSONAS,FUENTE_ACCESIBLE,"CALLE BRAVO MURILLO, 239",440539.16,4478823.59,-3.7012960299725415,40.45795223491374
529440,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,440772.445,4479786.23,ETRS89,40.46664088,-3.69863463,CALLE,SIERRA BULLONES,25,28029,C/V PLÃTANO,11034122,,FUE_06_0050,FUE25,ZV,PERSONAS,BRAVO MURILLO,"CALLE SIERRA BULLONES, 25",440772.445,4479786.23,-3.6986346412172666,40.466640749817955
529441,Fuentes de beber,013,CORTES,01,CENTRO,OPERATIVO,440972.22,4473910.7,ETRS89,40.41372568,-3.69573242,PLAZA,JESUS,4,28014,,20005236,,FUE_01_0034,FUE25,VP,PERSONAS,OTRO,"PLAZA JESUS, 4",440972.22,4473910.7,-3.6957324265409928,40.41372555342053
529442,Fuentes de beber,066,BERRUGUETE,06,TETUAN,OPERATIVO,440706.337,4479024.1,ETRS89,40.45977059,-3.69934317,CALLE,BRAVO MURILLO,269,28020,CV CALLE ALGODONALES,11036539,,FUE_06_0066,FUE25,VP,PERSONAS,BRAVO MURILLO,"CALLE BRAVO MURILLO, 269",440706.337,4479024.1,-3.6993431724276387,40.45977045695569
529443,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,440238.309,4480304.98,ETRS89,40.47127573,-3.7049836,CALLE,SINESIO DELGADO,30,28029,Parque Agustin Rodriguez Sahagun,20047802,,FUE_06_0030,FUE25,ZV,PERSONAS,MU-37A,"CALLE SINESIO DELGADO, 30",440238.309,4480304.98,-3.704983601564776,40.471275599018824
529444,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,440365.086,4479890.66,ETRS89,40.46755248,-3.70344922,CALLE,ANTONIO LANZUELA,41,28029,Plaza de Ladera,20001350,,FUE_06_0038,FUE25,ZV,PERSONAS,MU-37C,"CALLE ANTONIO LANZUELA, 41",440365.086,4479890.66,-3.703449227288034,40.467552354726514
529445,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,440531.79,4479731.39,ETRS89,40.46612967,-3.701468,CALLE,CAPITAN BLANCO ARGIBAY,63,28029,CV CALLE GARCI-NUÃO,20012066,,FUE_06_0070,FUE25,VP,PERSONAS,PIEDRA VP,"CALLE CAPITAN BLANCO ARGIBAY, 63",440531.79,4479731.39,-3.701468011068678,40.466129537475005
529446,Fuentes de beber,064,ALMENARA,06,TETUAN,OPERATIVO,440663.56,4480472.61,ETRS89,40.47281629,-3.69998312,AVENIDA,ASTURIAS,74,28029,Avda. Asturias-Pergolas,31042814,,FUE_06_0024,FUE25,ZV,PERSONAS,OTRO,"AVENIDA ASTURIAS, 74",440663.56,4480472.61,-3.6999831309521176,40.47281616260786
529448,Fuentes de beber,011,PALACIO,01,CENTRO,OPERATIVO,439844.35,4473824.59,ETRS89,40.41286921,-3.70901699,CALLE,ALMENDRO,3,28005,,20003928,2017/01/12 00:00:00,FUE_01_0043,FUE25,VP,PERSONAS,MU-37C,"CALLE ALMENDRO, 3",439844.35,4473824.59,-3.709016996529211,40.41286908143623
529449,Fuentes de beber,012,EMBAJADORES,01,CENTRO,OPERATIVO,439993.672,4473495.518,ETRS89,40.40991555,-3.70722612,PLAZA,CASCORRO,11,28005,Plaza Cascorro,11001864,,FUE_01_0036,FUE25,VP,PERSONAS,PIEDRA VP,"PLAZA CASCORRO, 11",439993.672,4473495.518,-3.7072261236910333,40.40991542387544
529450,Fuentes de beber,064,ALMENARA,06,TETUAN,OPERATIVO,440843.628,4480063.6,ETRS89,40.46914461,-3.6978209,PLAZA,DONOSO,4,28029,,11033186,,FUE_06_0069,FUE25,VP,PERSONAS,PIEDRA VP,"PLAZA DONOSO, 4",440843.628,4480063.6,-3.6978209037493777,40.469144482245596
529451,Fuentes de beber,015,UNIVERSIDAD,01,CENTRO,OPERATIVO,440465.539,4475071.01,ETRS89,40.42414221,-3.70181262,PLAZA,SAN ILDEFONSO,7,28004,Plaza San Ildefonso,20005958,,FUE_01_0007,FUE25,ZV,PERSONAS,OTRO,"PLAZA SAN ILDEFONSO, 7",440465.539,4475071.01,-3.701812622820894,40.42414208495748
529452,Fuentes de beber,011,PALACIO,01,CENTRO,OPERATIVO,439304.747,4473492.44,ETRS89,40.40983788,-3.7153448,CALLE,ROSARIO,23,28005,"Parque de la Cornisa, junto a pistas deportivas",11001197,2025/06/05 00:00:00,FUE_01_0012,FUE25,ZV,PERSONAS,MU-37AA,"CALLE ROSARIO, 23",439304.747,4473492.44,-3.7153448063069465,40.409837748754455
529453,Fuentes de beber,063,CASTILLEJOS,06,TETUAN,OPERATIVO,440808.607,4478773.9,ETRS89,40.45752397,-3.69811369,CALLE,INFANTA MERCEDES,47 B,28020,Plaza de San German,31050972,,FUE_06_0040,FUE25,ZV,PERSONAS,MU-37A,"CALLE INFANTA MERCEDES, 47 B",440808.607,4478773.9,-3.6981136955242975,40.45752384233572
529454,Fuentes de beber,064,ALMENARA,06,TETUAN,OPERATIVO,441330.19,4480548.29,ETRS89,40.4735454,-3.69212654,CALLE,VIA LIMITE,31,28029,Parque de la Ventilla,11032295,,FUE_06_0013,FUE25,ZV,PERSONAS,MU-37A,"CALLE VIA LIMITE, 31",441330.19,4480548.29,-3.692126544078837,40.47354527480636
529455,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,440176.128,4480229.86,ETRS89,40.47059454,-3.70570998,PASEO,DIRECCION,297,28029,Parque Agustin Rodriguez Sahagun,31028421,,FUE_06_0029,FUE25,ZV,PERSONAS,MU-37A,"PASEO DIRECCION, 297",440176.128,4480229.86,-3.705709987734682,40.47059441322972
529456,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,439832.134,4480159.423,ETRS89,40.46993517,-3.70976092,CALLE,CAPITAN BLANCO ARGIBAY,210,28029,Parque AgustÃ­n RodrÃ­guez SahagÃºn,31044365,,FUE_06_0051,FUE25,ZV,PERSONAS,MU-37A,"CALLE CAPITAN BLANCO ARGIBAY, 210",439832.134,4480159.423,-3.7097609244248964,40.46993504444068
529457,Fuentes de beber,015,UNIVERSIDAD,01,CENTRO,OPERATIVO,439766.539,4475585.2,ETRS89,40.42872395,-3.71010079,CALLE,SANTA CRUZ DE MARCENADO,19,28015,Jardines Conde Duque,20103306,,FUE_01_0002,FUE25,ZV,PERSONAS,OTRO,"CALLE SANTA CRUZ DE MARCENADO, 19",439766.539,4475585.2,-3.7101007917070166,40.428723825982146
529459,Fuentes de beber,062,CUATRO CAMINOS,06,TETUAN,OPERATIVO,440801.676,4478257.006,ETRS89,40.45286708,-3.69814723,AVENIDA,GENERAL PERON,9 B,28020,JARDINES PERÃN,31047944,2023/07/25 00:00:00,FUE_06_0057,FUE25,ZV,PERSONAS,METROPOLIS,"AVENIDA GENERAL PERON, 9 B",440801.676,4478257.006,-3.6981472369796227,40.45286694944712
529460,Fuentes de beber,011,PALACIO,01,CENTRO,OPERATIVO,439346.712,4473805.94,ETRS89,40.41266509,-3.71488013,CALLE,MORERIA,14,28005,Jardines Plaza Gabriel Miro,31038860,,FUE_01_0024,FUE25,ZV,PERSONAS,OTRO,"CALLE MORERIA, 14",439346.712,4473805.94,-3.714880134989634,40.41266495912375
529461,Fuentes de beber,015,UNIVERSIDAD,01,CENTRO,OPERATIVO,439829.241,4475604.71,ETRS89,40.42890425,-3.70936348,CALLE,SANTA CRUZ DE MARCENADO,18,28015,"CV CALLE CONDE DUQUE, FTE. FARMACIA",20006162,,FUE_01_0041,FUE25,VP,PERSONAS,PIEDRA VP,"CALLE SANTA CRUZ DE MARCENADO, 18",439829.241,4475604.71,-3.709363489391611,40.428904118373296
